record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,school_id_raw,school_id_clean,school_id_changed_flag,date_raw,date_clean,date_parse_method,date_ambiguous_flag,date_parse_error_flag,grade_raw,grade_clean,teacher_present_raw,teacher_present_clean,teacher_present_is_unknown_flag,is_impossible_attendance,attendance_rate,is_weekend,is_sunday,is_proxy_attendance,data_quality_status
ATT0017161,2025-07-03,SCH0024,Grade 3,246,186,,Class Teacher,sch0024,SCH0024,True,03-Jul-25,2025-07-03,TEXT_MONTH,False,False,3,Grade 3,,,True,False,75.60975609756098,False,False,False,VALID
ATT0010748,2025-07-07,SCH0113,Grade 5,145,126,,,SCH0113,SCH0113,False,07-07-2025,2025-07-07,DASH_MM_DD_AMBIGUOUS,True,False,5,Grade 5,,,True,False,86.89655172413792,False,False,False,VALID
ATT0011913,2025-06-29,SCH0331,Grade 2,268,217,True,Headmaster,331,SCH0331,True,29-06-2025,2025-06-29,DASH_DD_MM_YYYY,False,False,II,Grade 2,TRUE,True,False,False,80.97014925373134,True,True,False,VALID
ATT0012622,2025-04-06,SCH0504,Grade 5,135,112,True,Admin,sch_0504,SCH0504,True,04-06-2025,2025-04-06,DASH_MM_DD_AMBIGUOUS,True,False,V,Grade 5,TRUE,True,False,False,82.96296296296296,True,True,False,VALID
ATT0015069,2025-10-20,SCH0271,Grade 4,75,75,True,Admin,S0271,SCH0271,True,20-10-2025,2025-10-20,DASH_DD_MM_YYYY,False,False,4,Grade 4,TRUE,True,False,False,100.0,False,False,False,VALID
ATT0006668,2025-09-12,SCH0421,Grade 10,162,155,True,HM,sch_0421,SCH0421,True,09-12-2025,2025-09-12,DASH_MM_DD_AMBIGUOUS,True,False,10,Grade 10,TRUE,True,False,False,95.67901234567901,False,False,False,VALID
ATT0015861,2025-12-06,SCH0048,Grade 1,56,53,False,HM,SCH0048,SCH0048,False,12-06-2025,2025-12-06,DASH_MM_DD_AMBIGUOUS,True,False,I,Grade 1,Nahi,False,False,False,94.64285714285714,True,False,False,VALID
ATT0003103,2025-12-24,SCH0025,Grade 4,181,109,True,Headmaster,sch_0025,SCH0025,True,24.12.2025,2025-12-24,DOT_DD_MM_YYYY,False,False,IV,Grade 4,Working,True,False,False,60.22099447513812,False,False,False,VALID
ATT0018352,2025-09-21,SCH0475,Grade 10,272,263,True,Admin,SCH0475,SCH0475,False,21-09-2025,2025-09-21,DASH_DD_MM_YYYY,False,False,10,Grade 10,TRUE,True,False,False,96.69117647058823,True,True,False,VALID
ATT0000518,2025-04-19,SCH0103,Grade 5,237,237,,Class Teacher,sch_0103,SCH0103,True,19-Apr-25,2025-04-19,TEXT_MONTH,False,False,5,Grade 5,,,True,False,100.0,True,False,False,VALID
ATT0004052,2025-11-09,SCH0517,Grade 1,291,222,True,,SCH-0517,SCH0517,True,11-09-2025,2025-11-09,DASH_MM_DD_AMBIGUOUS,True,False,1,Grade 1,TRUE,True,False,False,76.28865979381443,True,True,False,VALID
ATT0015598,2025-04-21,SCH0151,Grade 5,283,249,True,HM,S0151,SCH0151,True,21-04-2025,2025-04-21,DASH_DD_MM_YYYY,False,False,V,Grade 5,TRUE,True,False,False,87.98586572438163,False,False,False,VALID
ATT0019010,2026-09-03,SCH0351,Grade 3,156,117,True,,351,SCH0351,True,09-03-2026,2026-09-03,DASH_MM_DD_AMBIGUOUS,True,False,III,Grade 3,TRUE,True,False,False,75.0,False,False,False,VALID
ATT0010724,2025-10-17,SCH0562,Grade 1,260,214,True,,SCH0562,SCH0562,False,17-10-2025,2025-10-17,DASH_DD_MM_YYYY,False,False,1,Grade 1,H,True,False,False,82.3076923076923,False,False,False,VALID
ATT0018004,2025-06-04,SCH0319,Grade 4,154,95,False,HM,SCH0319,SCH0319,False,04-Jun-25,2025-06-04,TEXT_MONTH,False,False,IV,Grade 4,na,False,False,False,61.68831168831169,False,False,False,VALID
ATT0018608,2025-08-17,SCH0397,Grade 8,133,146,True,Admin,sch0397,SCH0397,True,17-08-2025,2025-08-17,DASH_DD_MM_YYYY,False,False,8,Grade 8,TRUE,True,False,True,,True,True,False,INVALID_IMPOSSIBLE_ATTENDANCE
ATT0009986,2025-12-22,SCH0571,Grade 2,297,203,False,Admin,SCH-0571,SCH0571,True,22-12-2025,2025-12-22,DASH_DD_MM_YYYY,False,False,2,Grade 2,FALSE,False,False,False,68.35016835016835,False,False,False,VALID
ATT0013131,2025-11-05,SCH0379,Grade 2,87,65,True,Class Teacher,379,SCH0379,True,05-Nov-25,2025-11-05,TEXT_MONTH,False,False,2,Grade 2,haan,True,False,False,74.71264367816092,False,False,False,VALID
ATT0005827,2025-04-04,SCH0123,Grade 3,213,166,True,Clerk,SCH0123,SCH0123,False,04-04-2025,2025-04-04,DASH_MM_DD_AMBIGUOUS,True,False,3,Grade 3,TRUE,True,False,False,77.93427230046949,False,False,False,VALID
ATT0004751,2026-03-04,SCH0104,Grade 1,152,103,False,,SCH-0104,SCH0104,True,04-Mar-26,2026-03-04,TEXT_MONTH,False,False,1,Grade 1,Nahi hai,False,False,False,67.76315789473685,False,False,False,VALID
ATT0011882,2025-08-26,SCH0499,Grade 1,248,160,True,Class Teacher,S0499,SCH0499,True,26-08-2025,2025-08-26,DASH_DD_MM_YYYY,False,False,I,Grade 1,1,True,False,False,64.51612903225806,False,False,False,VALID
ATT0011137,2025-06-27,SCH0292,Grade 7,113,72,True,,SCH-0292,SCH0292,True,27-06-2025,2025-06-27,DASH_DD_MM_YYYY,False,False,7,Grade 7,TRUE,True,False,False,63.716814159292035,False,False,False,VALID
ATT0014836,2025-08-30,SCH0134,Grade 9,240,144,False,HM,134,SCH0134,True,30-Aug-25,2025-08-30,TEXT_MONTH,False,False,9,Grade 9,FALSE,False,False,False,60.0,True,False,False,VALID
ATT0007801,2025-11-02,SCH0182,Grade 9,103,103,True,,SCH0182,SCH0182,False,02.11.2025,2025-11-02,DOT_DD_MM_AMBIGUOUS,True,False,9,Grade 9,1,True,False,False,100.0,True,True,True,ANOMALY_PROXY_SUNDAY
ATT0005101,2026-03-19,SCH0437,Grade 10,170,129,True,,SCH0437,SCH0437,False,19.03.2026,2026-03-19,DOT_DD_MM_YYYY,False,False,10,Grade 10,Y,True,False,False,75.88235294117646,False,False,False,VALID
ATT0014827,2025-07-24,SCH0493,Grade 10,275,183,True,HM,SCH0493,SCH0493,False,24-Jul-25,2025-07-24,TEXT_MONTH,False,False,10,Grade 10,TRUE,True,False,False,66.54545454545455,False,False,False,VALID
ATT0014768,2025-05-18,SCH0113,Grade 5,60,42,False,Class Teacher,sch_0113,SCH0113,True,18-05-2025,2025-05-18,DASH_DD_MM_YYYY,False,False,V,Grade 5,No,False,False,False,70.0,True,True,False,VALID
ATT0017712,2026-04-01,SCH0261,Grade 8,57,48,False,HM,SCH0261,SCH0261,False,04-01-2026,2026-04-01,DASH_MM_DD_AMBIGUOUS,True,False,8,Grade 8,FALSE,False,False,False,84.21052631578947,False,False,False,VALID
ATT0014312,2025-07-22,SCH0112,Grade 1,218,209,True,,sch_0112,SCH0112,True,07-22-2025,2025-07-22,DASH_MM_DD_YYYY,False,False,1,Grade 1,TRUE,True,False,False,95.87155963302753,False,False,False,VALID
ATT0010639,2026-01-20,SCH0218,Grade 2,123,100,True,Clerk,SCH-0218,SCH0218,True,20-01-2026,2026-01-20,DASH_DD_MM_YYYY,False,False,II,Grade 2,TRUE,True,False,False,81.30081300813008,False,False,False,VALID
ATT0016202,2025-12-09,SCH0573,Grade 7,70,52,True,Class Teacher,SCH0573,SCH0573,False,12-09-2025,2025-12-09,DASH_MM_DD_AMBIGUOUS,True,False,7,Grade 7,TRUE,True,False,False,74.28571428571429,False,False,False,VALID
ATT0013689,2026-01-14,SCH0163,Grade 4,265,196,False,Clerk,SCH0163,SCH0163,False,14.01.2026,2026-01-14,DOT_DD_MM_YYYY,False,False,IV,Grade 4,na,False,False,False,73.9622641509434,False,False,False,VALID
ATT0013333,2025-11-26,SCH0465,Grade 1,53,32,True,,SCH-0465,SCH0465,True,26-11-2025,2025-11-26,DASH_DD_MM_YYYY,False,False,I,Grade 1,TRUE,True,False,False,60.37735849056604,False,False,False,VALID
ATT0003108,2025-11-09,SCH0035,Grade 2,67,67,True,Clerk,sch0035,SCH0035,True,11-09-2025,2025-11-09,DASH_MM_DD_AMBIGUOUS,True,False,2,Grade 2,Working,True,False,False,100.0,True,True,True,ANOMALY_PROXY_SUNDAY
ATT0002007,2025-04-01,SCH0485,Grade 3,222,230,True,Headmaster,485,SCH0485,True,01-Apr-25,2025-04-01,TEXT_MONTH,False,False,3,Grade 3,TRUE,True,False,True,,False,False,False,INVALID_IMPOSSIBLE_ATTENDANCE
ATT0017362,2026-06-02,SCH0472,Grade 9,242,218,True,Headmaster,SCH-0472,SCH0472,True,06-02-2026,2026-06-02,DASH_MM_DD_AMBIGUOUS,True,False,9,Grade 9,Available,True,False,False,90.08264462809917,False,False,False,VALID
ATT0005385,2025-07-02,SCH0514,Grade 1,195,179,False,Class Teacher,sch0514,SCH0514,True,02.07.2025,2025-07-02,DOT_DD_MM_AMBIGUOUS,True,False,I,Grade 1,Under Repair,False,False,False,91.7948717948718,False,False,False,VALID
ATT0002734,2026-03-21,SCH0494,Grade 5,182,124,True,Headmaster,SCH0494,SCH0494,False,21-Mar-26,2026-03-21,TEXT_MONTH,False,False,V,Grade 5,TRUE,True,False,False,68.13186813186813,True,False,False,VALID
ATT0015879,2025-07-16,SCH0439,Grade 2,218,150,False,Admin,S0439,SCH0439,True,16-07-2025,2025-07-16,DASH_DD_MM_YYYY,False,False,2,Grade 2,FALSE,False,False,False,68.80733944954129,False,False,False,VALID
ATT0013962,2025-07-10,SCH0569,Grade 1,40,29,True,Class Teacher,sch_0569,SCH0569,True,07-10-2025,2025-07-10,DASH_MM_DD_AMBIGUOUS,True,False,I,Grade 1,Yes,True,False,False,72.5,False,False,False,VALID
ATT0006533,2025-04-12,SCH0250,Grade 7,278,180,True,HM,S0250,SCH0250,True,04-12-2025,2025-04-12,DASH_MM_DD_AMBIGUOUS,True,False,7,Grade 7,haan,True,False,False,64.74820143884892,True,False,False,VALID
ATT0010981,2025-10-25,SCH0568,Grade 3,97,88,True,Clerk,SCH-0568,SCH0568,True,25-10-2025,2025-10-25,DASH_DD_MM_YYYY,False,False,III,Grade 3,Yes,True,False,False,90.72164948453609,True,False,False,VALID
,2026-01-30,SCH0540,Grade 3,231,241,True,HM,SCH0540,SCH0540,False,30-01-2026,2026-01-30,DASH_DD_MM_YYYY,False,False,III,Grade 3,Hai,True,False,True,,False,False,False,INVALID_IMPOSSIBLE_ATTENDANCE
ATT0013419,2025-08-08,SCH0419,Grade 3,100,91,True,Headmaster,SCH0419,SCH0419,False,08-Aug-25,2025-08-08,TEXT_MONTH,False,False,3,Grade 3,TRUE,True,False,False,91.0,False,False,False,VALID
ATT0016488,2025-10-14,SCH0393,Grade 3,270,202,False,Clerk,sch0393,SCH0393,True,14-10-2025,2025-10-14,DASH_DD_MM_YYYY,False,False,III,Grade 3,N,False,False,False,74.81481481481481,False,False,False,VALID
ATT0004386,2025-04-18,SCH0006,Grade 3,72,69,True,HM,SCH0006,SCH0006,False,18-04-2025,2025-04-18,DASH_DD_MM_YYYY,False,False,3,Grade 3,TRUE,True,False,False,95.83333333333334,False,False,False,VALID
ATT0017540,2025-06-20,SCH0062,Grade 10,97,74,True,Clerk,sch_0062,SCH0062,True,06-20-2025,2025-06-20,DASH_MM_DD_YYYY,False,False,10,Grade 10,TRUE,True,False,False,76.28865979381443,False,False,False,VALID
ATT0009427,2026-02-18,SCH0338,Grade 4,76,62,False,Class Teacher,SCH0338,SCH0338,False,18-02-2026,2026-02-18,DASH_DD_MM_YYYY,False,False,IV,Grade 4,FALSE,False,False,False,81.57894736842105,False,False,False,VALID
ATT0016320,2025-02-09,SCH0019,Grade 10,283,207,False,,S0019,SCH0019,True,02-09-2025,2025-02-09,DASH_MM_DD_AMBIGUOUS,True,False,10,Grade 10,FALSE,False,False,False,73.14487632508833,True,True,False,VALID
ATT0003290,2025-12-30,SCH0141,Grade 9,219,209,True,Headmaster,SCH0141,SCH0141,False,12-30-2025,2025-12-30,DASH_MM_DD_YYYY,False,False,9,Grade 9,Y,True,False,False,95.4337899543379,False,False,False,VALID
ATT0018077,2025-08-19,SCH0411,Grade 5,212,152,True,Class Teacher,SCH0411,SCH0411,False,19-08-2025,2025-08-19,DASH_DD_MM_YYYY,False,False,V,Grade 5,1,True,False,False,71.69811320754717,False,False,False,VALID
ATT0002500,2025-06-29,SCH0311,Grade 6,208,143,False,Clerk,SCH0311,SCH0311,False,29-06-2025,2025-06-29,DASH_DD_MM_YYYY,False,False,6,Grade 6,FALSE,False,False,False,68.75,True,True,False,VALID
ATT0012102,2026-02-26,SCH0328,Grade 3,170,114,True,Headmaster,SCH0328,SCH0328,False,26-Feb-26,2026-02-26,TEXT_MONTH,False,False,III,Grade 3,1,True,False,False,67.05882352941175,False,False,False,VALID
ATT0006244,2026-05-03,SCH0276,Grade 1,120,114,False,HM,SCH-0276,SCH0276,True,05-03-2026,2026-05-03,DASH_MM_DD_AMBIGUOUS,True,False,1,Grade 1,0,False,False,False,95.0,True,True,False,VALID
ATT0013638,2025-09-04,SCH0258,Grade 4,52,42,True,,S0258,SCH0258,True,09-04-2025,2025-09-04,DASH_MM_DD_AMBIGUOUS,True,False,4,Grade 4,TRUE,True,False,False,80.76923076923077,False,False,False,VALID
ATT0016907,2025-07-26,SCH0128,Grade 10,173,158,True,Class Teacher,128,SCH0128,True,07-26-2025,2025-07-26,DASH_MM_DD_YYYY,False,False,10,Grade 10,Working,True,False,False,91.32947976878613,True,False,False,VALID
ATT0019731,2025-11-15,SCH0532,Grade 5,111,80,True,Admin,S0532,SCH0532,True,15-11-2025,2025-11-15,DASH_DD_MM_YYYY,False,False,5,Grade 5,Working,True,False,False,72.07207207207207,True,False,False,VALID
ATT0010334,2026-09-01,SCH0284,Grade 5,142,113,True,HM,sch_0284,SCH0284,True,09-01-2026,2026-09-01,DASH_MM_DD_AMBIGUOUS,True,False,5,Grade 5,TRUE,True,False,False,79.5774647887324,False,False,False,VALID
ATT0011039,2025-09-06,SCH0179,Grade 7,275,231,True,Headmaster,SCH0179,SCH0179,False,09-06-2025,2025-09-06,DASH_MM_DD_AMBIGUOUS,True,False,7,Grade 7,TRUE,True,False,False,84.0,True,False,False,VALID
ATT0000053,2026-03-04,SCH0109,Grade 6,181,112,True,Clerk,SCH0109,SCH0109,False,04.03.2026,2026-03-04,DOT_DD_MM_AMBIGUOUS,True,False,6,Grade 6,TRUE,True,False,False,61.87845303867403,False,False,False,VALID
ATT0005273,2026-03-23,SCH0091,Grade 1,123,114,True,Headmaster,SCH0091,SCH0091,False,23.03.2026,2026-03-23,DOT_DD_MM_YYYY,False,False,I,Grade 1,TRUE,True,False,False,92.6829268292683,False,False,False,VALID
ATT0012555,2025-09-27,SCH0473,Grade 3,296,208,True,Clerk,SCH0473,SCH0473,False,27-09-2025,2025-09-27,DASH_DD_MM_YYYY,False,False,III,Grade 3,Yes,True,False,False,70.27027027027027,True,False,False,VALID
ATT0017886,2025-10-07,SCH0501,Grade 3,212,181,,Class Teacher,SCH0501,SCH0501,False,07.10.2025,2025-10-07,DOT_DD_MM_AMBIGUOUS,True,False,3,Grade 3,,,True,False,85.37735849056604,False,False,False,VALID
ATT0002575,2025-04-02,SCH0084,Grade 5,137,86,True,HM,SCH0084,SCH0084,False,02.04.2025,2025-04-02,DOT_DD_MM_AMBIGUOUS,True,False,V,Grade 5,TRUE,True,False,False,62.77372262773723,False,False,False,VALID
ATT0013524,2025-05-21,SCH0549,Grade 2,91,66,True,,sch_0549,SCH0549,True,21.05.2025,2025-05-21,DOT_DD_MM_YYYY,False,False,II,Grade 2,TRUE,True,False,False,72.52747252747253,False,False,False,VALID
ATT0015540,2025-08-26,SCH0448,Grade 10,276,222,True,Headmaster,SCH-0448,SCH0448,True,26-08-2025,2025-08-26,DASH_DD_MM_YYYY,False,False,10,Grade 10,TRUE,True,False,False,80.43478260869566,False,False,False,VALID
ATT0004221,2026-01-03,SCH0229,Grade 10,238,195,False,HM,SCH0229,SCH0229,False,01-03-2026,2026-01-03,DASH_MM_DD_AMBIGUOUS,True,False,10,Grade 10,FALSE,False,False,False,81.9327731092437,True,False,False,VALID
ATT0013271,2025-04-18,SCH0127,Grade 4,127,99,True,Admin,SCH0127,SCH0127,False,18-04-2025,2025-04-18,DASH_DD_MM_YYYY,False,False,IV,Grade 4,haan,True,False,False,77.95275590551181,False,False,False,VALID
ATT0006229,2026-01-31,SCH0028,Grade 5,291,255,True,Headmaster,S0028,SCH0028,True,31-01-2026,2026-01-31,DASH_DD_MM_YYYY,False,False,V,Grade 5,Hai,True,False,False,87.62886597938144,True,False,False,VALID
ATT0013909,2025-12-04,SCH0012,Grade 5,117,105,True,Clerk,sch0012,SCH0012,True,12-04-2025,2025-12-04,DASH_MM_DD_AMBIGUOUS,True,False,5,Grade 5,haan,True,False,False,89.74358974358975,False,False,False,VALID
ATT0018328,2026-01-18,SCH0362,Grade 8,251,230,True,Class Teacher,SCH0362,SCH0362,False,18-Jan-26,2026-01-18,TEXT_MONTH,False,False,8,Grade 8,TRUE,True,False,False,91.63346613545816,True,True,False,VALID
ATT0011227,2026-02-08,SCH0494,Grade 1,74,74,True,Admin,S0494,SCH0494,True,08-Feb-26,2026-02-08,TEXT_MONTH,False,False,I,Grade 1,TRUE,True,False,False,100.0,True,True,True,ANOMALY_PROXY_SUNDAY
ATT0010032,2025-01-06,SCH0166,Grade 2,254,169,,,SCH0166,SCH0166,False,01-06-2025,2025-01-06,DASH_MM_DD_AMBIGUOUS,True,False,2,Grade 2,,,True,False,66.53543307086615,False,False,False,VALID
ATT0001406,2025-05-19,SCH0208,Grade 1,142,117,True,Headmaster,SCH0208,SCH0208,False,19-05-2025,2025-05-19,DASH_DD_MM_YYYY,False,False,1,Grade 1,TRUE,True,False,False,82.3943661971831,False,False,False,VALID
ATT0015209,2025-05-19,SCH0425,Grade 10,214,141,True,Clerk,SCH-0425,SCH0425,True,19.05.2025,2025-05-19,DOT_DD_MM_YYYY,False,False,10,Grade 10,Y,True,False,False,65.88785046728972,False,False,False,VALID
ATT0004090,2025-08-07,SCH0436,Grade 3,106,80,True,Admin,SCH0436,SCH0436,False,07-Aug-25,2025-08-07,TEXT_MONTH,False,False,III,Grade 3,TRUE,True,False,False,75.47169811320755,False,False,False,VALID
ATT0008021,2026-01-15,SCH0049,Grade 1,232,172,True,Class Teacher,SCH0049,SCH0049,False,15-Jan-26,2026-01-15,TEXT_MONTH,False,False,I,Grade 1,TRUE,True,False,False,74.13793103448276,False,False,False,VALID
ATT0013926,2025-03-05,SCH0252,Grade 3,46,32,True,HM,SCH0252,SCH0252,False,03-05-2025,2025-03-05,DASH_MM_DD_AMBIGUOUS,True,False,III,Grade 3,Y,True,False,False,69.56521739130434,False,False,False,VALID
ATT0018458,2025-08-08,SCH0117,Grade 2,172,137,True,Clerk,117,SCH0117,True,08-08-2025,2025-08-08,DASH_MM_DD_AMBIGUOUS,True,False,II,Grade 2,H,True,False,False,79.65116279069767,False,False,False,VALID
ATT0012190,2025-08-23,SCH0249,Grade 1,260,225,True,Headmaster,SCH-0249,SCH0249,True,23.08.2025,2025-08-23,DOT_DD_MM_YYYY,False,False,I,Grade 1,TRUE,True,False,False,86.53846153846155,True,False,False,VALID
ATT0012224,2025-08-31,SCH0581,Grade 10,157,132,True,Admin,SCH-0581,SCH0581,True,31-08-2025,2025-08-31,DASH_DD_MM_YYYY,False,False,10,Grade 10,TRUE,True,False,False,84.07643312101911,True,True,False,VALID
ATT0003602,2026-03-26,SCH0321,Grade 1,113,70,True,Headmaster,SCH0321,SCH0321,False,26-03-2026,2026-03-26,DASH_DD_MM_YYYY,False,False,I,Grade 1,TRUE,True,False,False,61.94690265486725,False,False,False,VALID
ATT0008806,2025-07-26,SCH0138,Grade 10,54,49,True,Clerk,sch_0138,SCH0138,True,07-26-2025,2025-07-26,DASH_MM_DD_YYYY,False,False,10,Grade 10,1,True,False,False,90.74074074074075,True,False,False,VALID
ATT0009464,2025-11-13,SCH0132,Grade 5,139,129,False,HM,sch0132,SCH0132,True,13-11-2025,2025-11-13,DASH_DD_MM_YYYY,False,False,V,Grade 5,Under Repair,False,False,False,92.80575539568345,False,False,False,VALID
ATT0017053,2026-11-02,SCH0046,Grade 8,282,189,True,HM,SCH0046,SCH0046,False,11-02-2026,2026-11-02,DASH_MM_DD_AMBIGUOUS,True,False,8,Grade 8,TRUE,True,False,False,67.02127659574468,False,False,False,VALID
ATT0009666,2025-07-06,SCH0562,Grade 4,103,103,True,Headmaster,SCH-0562,SCH0562,True,06.07.2025,2025-07-06,DOT_DD_MM_AMBIGUOUS,True,False,4,Grade 4,Hai,True,False,False,100.0,True,True,True,ANOMALY_PROXY_SUNDAY
ATT0017819,2026-02-28,SCH0535,Grade 4,120,77,True,Headmaster,SCH-0535,SCH0535,True,02-28-2026,2026-02-28,DASH_MM_DD_YYYY,False,False,IV,Grade 4,TRUE,True,False,False,64.16666666666667,True,False,False,VALID
ATT0002924,2025-04-28,SCH0188,Grade 9,43,35,True,Clerk,SCH0188,SCH0188,False,28-04-2025,2025-04-28,DASH_DD_MM_YYYY,False,False,9,Grade 9,Yes,True,False,False,81.3953488372093,False,False,False,VALID
ATT0014605,2025-10-09,SCH0473,Grade 10,226,211,True,Class Teacher,SCH0473,SCH0473,False,10-09-2025,2025-10-09,DASH_MM_DD_AMBIGUOUS,True,False,10,Grade 10,Yes,True,False,False,93.36283185840708,False,False,False,VALID
ATT0001065,2025-10-18,SCH0552,Grade 4,186,119,True,Class Teacher,S0552,SCH0552,True,18-Oct-25,2025-10-18,TEXT_MONTH,False,False,4,Grade 4,Yes,True,False,False,63.97849462365591,True,False,False,VALID
ATT0015286,2025-11-13,SCH0232,Grade 6,93,61,True,HM,232,SCH0232,True,13-11-2025,2025-11-13,DASH_DD_MM_YYYY,False,False,6,Grade 6,TRUE,True,False,False,65.59139784946237,False,False,False,VALID
ATT0014443,2025-12-27,SCH0566,Grade 5,210,191,True,Admin,sch_0566,SCH0566,True,27-Dec-25,2025-12-27,TEXT_MONTH,False,False,5,Grade 5,1,True,False,False,90.95238095238095,True,False,False,VALID
ATT0009263,2025-09-24,SCH0534,Grade 2,82,70,False,Admin,sch_0534,SCH0534,True,24.09.2025,2025-09-24,DOT_DD_MM_YYYY,False,False,2,Grade 2,FALSE,False,False,False,85.36585365853658,False,False,False,VALID
ATT0010503,2025-07-14,SCH0555,Grade 8,48,29,True,Clerk,SCH0555,SCH0555,False,14-Jul-25,2025-07-14,TEXT_MONTH,False,False,8,Grade 8,Y,True,False,False,60.416666666666664,False,False,False,VALID
ATT0008749,2025-02-09,SCH0309,Grade 7,207,172,True,,SCH-0309,SCH0309,True,02-09-2025,2025-02-09,DASH_MM_DD_AMBIGUOUS,True,False,7,Grade 7,TRUE,True,False,False,83.09178743961353,True,True,False,VALID
ATT0001772,2025-06-19,SCH0479,Grade 4,169,169,True,Class Teacher,SCH0479,SCH0479,False,19-06-2025,2025-06-19,DASH_DD_MM_YYYY,False,False,IV,Grade 4,Yes,True,False,False,100.0,False,False,False,VALID
ATT0014346,2025-12-27,SCH0047,Grade 4,100,90,False,,SCH0047,SCH0047,False,27-Dec-25,2025-12-27,TEXT_MONTH,False,False,IV,Grade 4,FALSE,False,False,False,90.0,True,False,False,VALID
ATT0009009,2025-10-12,SCH0319,Grade 5,55,49,True,Clerk,S0319,SCH0319,True,10-12-2025,2025-10-12,DASH_MM_DD_AMBIGUOUS,True,False,5,Grade 5,Functional,True,False,False,89.0909090909091,True,True,False,VALID
ATT0013724,2025-06-09,SCH0150,Grade 9,270,202,True,Admin,sch0150,SCH0150,True,06-09-2025,2025-06-09,DASH_MM_DD_AMBIGUOUS,True,False,9,Grade 9,TRUE,True,False,False,74.81481481481481,False,False,False,VALID
ATT0011041,2025-04-10,SCH0298,Grade 5,105,88,True,Admin,SCH0298,SCH0298,False,04-10-2025,2025-04-10,DASH_MM_DD_AMBIGUOUS,True,False,V,Grade 5,TRUE,True,False,False,83.80952380952381,False,False,False,VALID
ATT0000333,2026-01-04,SCH0342,Grade 4,103,103,True,Headmaster,SCH0342,SCH0342,False,01-04-2026,2026-01-04,DASH_MM_DD_AMBIGUOUS,True,False,4,Grade 4,1,True,False,False,100.0,True,True,True,ANOMALY_PROXY_SUNDAY
ATT0003990,2026-01-03,SCH0540,Grade 5,296,296,True,Admin,540,SCH0540,True,01-03-2026,2026-01-03,DASH_MM_DD_AMBIGUOUS,True,False,5,Grade 5,1,True,False,False,100.0,True,False,False,VALID
ATT0012296,2026-02-18,SCH0277,Grade 5,141,122,True,Admin,SCH0277,SCH0277,False,18-02-2026,2026-02-18,DASH_DD_MM_YYYY,False,False,5,Grade 5,TRUE,True,False,False,86.52482269503547,False,False,False,VALID
ATT0000684,2025-09-14,SCH0387,Grade 7,277,215,True,,S0387,SCH0387,True,14.09.2025,2025-09-14,DOT_DD_MM_YYYY,False,False,7,Grade 7,TRUE,True,False,False,77.6173285198556,True,True,False,VALID
ATT0003866,2025-12-09,SCH0118,Grade 5,178,148,True,HM,SCH-0118,SCH0118,True,12-09-2025,2025-12-09,DASH_MM_DD_AMBIGUOUS,True,False,V,Grade 5,haan,True,False,False,83.14606741573034,False,False,False,VALID
ATT0007403,2026-03-07,SCH0168,Grade 1,76,50,True,Class Teacher,SCH0168,SCH0168,False,07.03.2026,2026-03-07,DOT_DD_MM_AMBIGUOUS,True,False,1,Grade 1,TRUE,True,False,False,65.78947368421053,True,False,False,VALID
ATT0016006,2025-10-18,SCH0536,Grade 5,143,89,False,Clerk,S0536,SCH0536,True,18-10-2025,2025-10-18,DASH_DD_MM_YYYY,False,False,5,Grade 5,FALSE,False,False,False,62.23776223776224,True,False,False,VALID
ATT0015765,2025-09-04,SCH0503,Grade 7,254,189,False,HM,sch_0503,SCH0503,True,09-04-2025,2025-09-04,DASH_MM_DD_AMBIGUOUS,True,False,7,Grade 7,FALSE,False,False,False,74.40944881889764,False,False,False,VALID
ATT0008878,2025-12-04,SCH0106,Grade 3,289,222,True,Headmaster,SCH0106,SCH0106,False,12-04-2025,2025-12-04,DASH_MM_DD_AMBIGUOUS,True,False,3,Grade 3,Haan,True,False,False,76.8166089965398,False,False,False,VALID
ATT0014178,2025-10-21,SCH0236,Grade 5,172,139,True,Class Teacher,sch_0236,SCH0236,True,21.10.2025,2025-10-21,DOT_DD_MM_YYYY,False,False,V,Grade 5,Hai,True,False,False,80.81395348837209,False,False,False,VALID
ATT0007815,2026-05-03,SCH0501,Grade 1,277,186,True,Class Teacher,sch_0501,SCH0501,True,05-03-2026,2026-05-03,DASH_MM_DD_AMBIGUOUS,True,False,I,Grade 1,TRUE,True,False,False,67.14801444043322,True,True,False,VALID
ATT0006232,2026-11-03,SCH0181,Grade 1,68,68,True,Headmaster,SCH0181,SCH0181,False,11-03-2026,2026-11-03,DASH_MM_DD_AMBIGUOUS,True,False,1,Grade 1,TRUE,True,False,False,100.0,False,False,False,VALID
ATT0016469,2025-08-12,SCH0169,Grade 6,216,191,True,,SCH0169,SCH0169,False,12.08.2025,2025-08-12,DOT_DD_MM_AMBIGUOUS,True,False,6,Grade 6,TRUE,True,False,False,88.42592592592592,False,False,False,VALID
ATT0009126,2025-10-25,SCH0069,Grade 4,222,160,True,HM,SCH0069,SCH0069,False,25-10-2025,2025-10-25,DASH_DD_MM_YYYY,False,False,IV,Grade 4,TRUE,True,False,False,72.07207207207207,True,False,False,VALID
