procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,school_id_raw,school_id_clean,school_id_changed_flag,date_raw,date_clean,date_parse_method,date_ambiguous_flag,date_parse_error_flag,grain_raw,grain_clean,vendor_raw,vendor_clean,quantity_raw,unit_raw,quantity_kg,unit_clean,conversion_method,unit_inferred_flag,cost_raw,total_cost_numeric,cost_per_kg,payment_status_raw,payment_status_clean
MDM011846,2025-09-17,SCH0222,Sharma Traders,Rice,0.308,Bags,616.0,Paid,SCH0222,SCH0222,False,17-Sep-2025,2025-09-17,TEXT_MONTH,False,False,chawal,Rice,Sharma & Sons,Sharma Traders,0.308,Bags,15.4,KG,BAGS_50KG_TO_KG,False,616,616.0,40.0,Cleared,Paid
MDM003949,2025-07-15,SCH0015,Kumar Enterprises,Pulses,47.7 kg,,4293.0,Pending,SCH0015,SCH0015,False,07-15-2025,2025-07-15,DASH_MM_DD_YYYY,False,False,Dal,Pulses,Kumar & Co.,Kumar Enterprises,47.7 kg,,47.7,KG,DIRECT,False,"₹4,293",4293.0,90.0,Due,Pending
MDM007608,2025-10-30,SCH0131,Goyal Mills,Pulses,,,1692.0,Pending,sch_0131,SCH0131,True,2025-10-30,2025-10-30,ISO_FORMAT,False,False,dal,Pulses,Goyal Enterprises,Goyal Mills,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"1,692/-",1692.0,,PENDING,Pending
MDM002141,2025-05-12,SCH0534,Kumar Enterprises,Oil,25.4,KG,3048.0,Paid,SCH-0534,SCH0534,True,05/12/2025,2025-05-12,DASH_MM_DD_AMBIGUOUS,True,False,Cooking Oil,Oil,Kumar Supplies,Kumar Enterprises,25.4,KG,25.4,KG,DIRECT,False,"3,048/-",3048.0,120.0,paid,Paid
MDM010044,2025-10-30,SCH0414,Kumar Enterprises,Wheat,14.2 kg,,426.0,Pending,sch_0414,SCH0414,True,30-Oct-2025,2025-10-30,TEXT_MONTH,False,False,Wheat,Wheat,kumar general store,Kumar Enterprises,14.2 kg,,14.2,KG,DIRECT,False,Rs. 426,426.0,30.0,Due,Pending
MDM005051,2026-01-16,SCH0185,Sharma Traders,Rice,0.628,Sacks,1256.0,Paid,SCH-0185,SCH0185,True,16/01/2026,2026-01-16,DASH_DD_MM_YYYY,False,False,Chawal,Rice,Sharma Traders,Sharma Traders,0.628,Sacks,31.4,KG,BAGS_50KG_TO_KG,False,1256,1256.0,40.0,Paid,Paid
MDM000910,2025-10-28,SCH0190,Singh Agro Group,Wheat,24.8,KGS,744.0,Unknown,SCH-0190,SCH0190,True,28/10/2025,2025-10-28,DASH_DD_MM_YYYY,False,False,Wheat,Wheat,S. Agro Works,Singh Agro Group,24.8,KGS,24.8,KG,DIRECT,False,Rs. 744,744.0,30.0,,Unknown
MDM002628,2025-07-17,SCH0150,Kumar Enterprises,Oil,19.1 kg,,2292.0,Pending,sch_0150,SCH0150,True,07-17-2025,2025-07-17,DASH_MM_DD_YYYY,False,False,Sarson Tel,Oil,kumar general store,Kumar Enterprises,19.1 kg,,19.1,KG,DIRECT,False,2292,2292.0,119.99999999999999,Pending,Pending
MDM004795,2026-03-23,SCH0356,Goyal Mills,Oil,38.7,kg,4644.0,Pending,SCH0356,SCH0356,False,03-23-2026,2026-03-23,DASH_MM_DD_YYYY,False,False,Oil,Oil,Goyal Enterprises,Goyal Mills,38.7,kg,38.7,KG,DIRECT,False,"₹4,644",4644.0,119.99999999999999,Due,Pending
MDM000497,2025-04-08,SCH0114,Sharma Traders,Pulses,0.294,50kg Bags,1323.0,Pending,sch0114,SCH0114,True,2025-04-08,2025-04-08,ISO_FORMAT,False,False,Pulses,Pulses,Sharma Traders,Sharma Traders,0.294,50kg Bags,14.7,KG,BAGS_50KG_TO_KG,False,"₹1,323",1323.0,90.0,PENDING,Pending
MDM009424,2025-09-27,SCH0129,Goyal Mills,Rice,30300,Grams,,Paid,sch0129,SCH0129,True,27/09/2025,2025-09-27,DASH_DD_MM_YYYY,False,False,RICE,Rice,Goyal Rice Mill,Goyal Mills,30300,Grams,30.3,KG,GRAMS_TO_KG,False,,,,paid,Paid
MDM007235,2025-10-17,SCH0427,Goyal Mills,Rice,45.4,kg,1816.0,Paid,SCH0427,SCH0427,False,2025-10-17,2025-10-17,ISO_FORMAT,False,False,Chawal,Rice,Goyal Rice Mill,Goyal Mills,45.4,kg,45.4,KG,DIRECT,False,"1,816/-",1816.0,40.0,paid,Paid
MDM008247,2026-01-29,SCH0092,Sharma Traders,Oil,35.9,KGS,4308.0,Paid,SCH0092,SCH0092,False,29/01/2026,2026-01-29,DASH_DD_MM_YYYY,False,False,Sarson Tel,Oil,Sharma & Sons,Sharma Traders,35.9,KGS,35.9,KG,DIRECT,False,"Rs. 4,308",4308.0,120.0,Paid,Paid
MDM008489,2025-11-15,SCH0035,Kumar Enterprises,Wheat,14.0 kg,,,Paid,sch_0035,SCH0035,True,2025/11/15,2025-11-15,ISO_FORMAT,False,False,gehun,Wheat,Kumar & Co.,Kumar Enterprises,14.0 kg,,14.0,KG,DIRECT,False,,,,paid,Paid
MDM007293,2025-06-22,SCH0332,Singh Agro Group,Pulses,16400,Grams,1476.0,Pending,sch0332,SCH0332,True,22.06.2025,2025-06-22,DOT_DD_MM_YYYY,False,False,Daal,Pulses,Singh Agro,Singh Agro Group,16400,Grams,16.4,KG,GRAMS_TO_KG,False,"Rs. 1,476",1476.0,90.00000000000001,Pending,Pending
MDM001207,2026-03-20,SCH0467,Goyal Mills,Oil,16.1 kg,,1932.0,Paid,sch_0467,SCH0467,True,20-Mar-2026,2026-03-20,TEXT_MONTH,False,False,Sarson Tel,Oil,goyal mill,Goyal Mills,16.1 kg,,16.1,KG,DIRECT,False,"1,932/-",1932.0,119.99999999999999,Paid,Paid
MDM003450,2025-08-10,SCH0247,Kumar Enterprises,Wheat,30.4 kg,,912.0,Unknown,sch0247,SCH0247,True,2025-08-10,2025-08-10,ISO_FORMAT,False,False,Gehun,Wheat,Kumar Supplies,Kumar Enterprises,30.4 kg,,30.4,KG,DIRECT,False,912/-,912.0,30.0,,Unknown
MDM007473,2025-09-11,SCH0456,Goyal Mills,Oil,0.444,Bori,2664.0,Paid,SCH0456,SCH0456,False,09-11-2025,2025-09-11,DASH_MM_DD_AMBIGUOUS,True,False,Oil,Oil,goyal mill,Goyal Mills,0.444,Bori,22.2,KG,BAGS_50KG_TO_KG,False,"2,664/-",2664.0,120.0,Cleared,Paid
MDM006995,2025-05-10,SCH0547,Singh Agro Group,Oil,59.5,KGS,7140.0,Paid,sch0547,SCH0547,True,05/10/2025,2025-05-10,DASH_MM_DD_AMBIGUOUS,True,False,Oil,Oil,Singh Brothers,Singh Agro Group,59.5,KGS,59.5,KG,DIRECT,False,"Rs. 7,140",7140.0,120.0,Cleared,Paid
MDM006917,2025-10-05,SCH0288,Goyal Mills,Pulses,54.6 kg,,4914.0,Pending,SCH0288,SCH0288,False,10/05/2025,2025-10-05,DASH_MM_DD_AMBIGUOUS,True,False,Lentils,Pulses,Goyal Enterprises,Goyal Mills,54.6 kg,,54.6,KG,DIRECT,False,"Rs. 4,914",4914.0,90.0,Due,Pending
MDM001196,2026-03-23,SCH0261,Sharma Traders,Rice,45.0 kg,,1800.0,Paid,S0261,SCH0261,True,03-23-2026,2026-03-23,DASH_MM_DD_YYYY,False,False,chawal,Rice,sharma traders pvt ltd,Sharma Traders,45.0 kg,,45.0,KG,DIRECT,False,"Rs. 1,800",1800.0,40.0,Paid,Paid
MDM006662,2025-08-27,SCH0219,Singh Agro Group,Pulses,,,4941.0,Paid,S0219,SCH0219,True,27/08/2025,2025-08-27,DASH_DD_MM_YYYY,False,False,Dal,Pulses,Singh Brothers,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,4941,4941.0,,Cleared,Paid
MDM011778,2025-10-08,SCH0088,Sharma Traders,Pulses,0.5820000000000001,50kg Bags,2619.0,Pending,SCH0088,SCH0088,False,2025/10/08,2025-10-08,ISO_FORMAT,False,False,Daal,Pulses,sharma traders pvt ltd,Sharma Traders,0.5820000000000001,50kg Bags,29.100000000000005,KG,BAGS_50KG_TO_KG,False,"₹2,619",2619.0,89.99999999999999,Pending,Pending
MDM007761,2025-12-27,SCH0057,Kumar Enterprises,Pulses,17.5,KG,,Paid,SCH-0057,SCH0057,True,2025-12-27,2025-12-27,ISO_FORMAT,False,False,Pulses,Pulses,Kumar Supplies,Kumar Enterprises,17.5,KG,17.5,KG,DIRECT,False,,,,Paid,Paid
MDM011841,2025-08-04,SCH0339,Sharma Traders,Rice,0.288,Sacks,,Pending,SCH0339,SCH0339,False,2025/08/04,2025-08-04,ISO_FORMAT,False,False,Chawal,Rice,Sharma Traders,Sharma Traders,0.288,Sacks,14.399999999999999,KG,BAGS_50KG_TO_KG,False,,,,Due,Pending
MDM009814,2025-09-29,SCH0474,Sharma Traders,Rice,,,,Paid,SCH0474,SCH0474,False,29.09.2025,2025-09-29,DOT_DD_MM_YYYY,False,False,Chawal,Rice,Sharma Traders,Sharma Traders,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,,,,Paid,Paid
MDM006819,2025-07-12,SCH0471,Singh Agro Group,Oil,56.6 kg,,,Pending,sch_0471,SCH0471,True,07-12-2025,2025-07-12,DASH_MM_DD_AMBIGUOUS,True,False,Mustard Oil,Oil,S. Agro Works,Singh Agro Group,56.6 kg,,56.6,KG,DIRECT,False,,,,PENDING,Pending
MDM000289,2025-10-16,SCH0127,Kumar Enterprises,Rice,12.2 kg,,488.0,Pending,SCH0127,SCH0127,False,2025/10/16,2025-10-16,ISO_FORMAT,False,False,Chawal,Rice,Kumar Supplies,Kumar Enterprises,12.2 kg,,12.2,KG,DIRECT,False,488,488.0,40.0,Due,Pending
MDM005304,2025-12-26,SCH0522,Sharma Traders,Oil,27900,Grams,3348.0,Paid,SCH0522,SCH0522,False,26/12/2025,2025-12-26,DASH_DD_MM_YYYY,False,False,Mustard Oil,Oil,Sharma Traders,Sharma Traders,27900,Grams,27.900000000000002,KG,GRAMS_TO_KG,False,"3,348/-",3348.0,119.99999999999999,Paid,Paid
MDM005708,2025-04-23,SCH0422,Sharma Traders,Pulses,37.5 kg,,3375.0,Paid,SCH-0422,SCH0422,True,04-23-2025,2025-04-23,DASH_MM_DD_YYYY,False,False,Daal,Pulses,sharma traders pvt ltd,Sharma Traders,37.5 kg,,37.5,KG,DIRECT,False,3375,3375.0,90.0,paid,Paid
MDM007768,2026-03-20,SCH0484,Sharma Traders,Oil,56.8 kg,,6816.0,Paid,sch0484,SCH0484,True,03-20-2026,2026-03-20,DASH_MM_DD_YYYY,False,False,Cooking Oil,Oil,sharma traders pvt ltd,Sharma Traders,56.8 kg,,56.8,KG,DIRECT,False,"₹6,816",6816.0,120.0,Cleared,Paid
MDM004111,2025-10-10,SCH0375,Kumar Enterprises,Pulses,0.266,Sacks,1197.0,Paid,sch_0375,SCH0375,True,2025-10-10,2025-10-10,ISO_FORMAT,False,False,Daal,Pulses,Kumar Supplies,Kumar Enterprises,0.266,Sacks,13.3,KG,BAGS_50KG_TO_KG,False,"₹1,197",1197.0,90.0,paid,Paid
MDM010406,2025-10-30,SCH0007,Goyal Mills,Oil,36.8,Kgs,,Unknown,sch_0007,SCH0007,True,2025/10/30,2025-10-30,ISO_FORMAT,False,False,Mustard Oil,Oil,Goyal Rice Mill,Goyal Mills,36.8,Kgs,36.8,KG,DIRECT,False,,,,,Unknown
MDM003659,2025-12-19,SCH0352,Singh Agro Group,Wheat,51.5,Kgs,1545.0,Pending,SCH0352,SCH0352,False,12-19-2025,2025-12-19,DASH_MM_DD_YYYY,False,False,Wheat,Wheat,Singh Agro,Singh Agro Group,51.5,Kgs,51.5,KG,DIRECT,False,1545,1545.0,30.0,Due,Pending
MDM000389,2025-07-14,SCH0342,Sharma Traders,Rice,14.4,KG,576.0,Pending,SCH0342,SCH0342,False,14/07/2025,2025-07-14,DASH_DD_MM_YYYY,False,False,RICE,Rice,Sharma Traders,Sharma Traders,14.4,KG,14.4,KG,DIRECT,False,Rs. 576,576.0,40.0,Due,Pending
MDM000837,2025-06-04,SCH0481,Goyal Mills,Wheat,0.288,50kg Bags,432.0,Pending,S0481,SCH0481,True,2025-06-04,2025-06-04,ISO_FORMAT,False,False,WHEAT,Wheat,goyal mill,Goyal Mills,0.288,50kg Bags,14.399999999999999,KG,BAGS_50KG_TO_KG,False,₹432,432.0,30.000000000000004,Pending,Pending
MDM011450,2025-10-02,SCH0456,Kumar Enterprises,Rice,45.7,KG,1828.0,Pending,SCH0456,SCH0456,False,10-02-2025,2025-10-02,DASH_MM_DD_AMBIGUOUS,True,False,Rice,Rice,kumar general store,Kumar Enterprises,45.7,KG,45.7,KG,DIRECT,False,1828,1828.0,40.0,Pending,Pending
MDM007201,2025-10-16,SCH0147,Sharma Traders,Oil,57.2,Kgs,6864.0,Unknown,sch_0147,SCH0147,True,16/10/2025,2025-10-16,DASH_DD_MM_YYYY,False,False,Sarson Tel,Oil,sharma traders pvt ltd,Sharma Traders,57.2,Kgs,57.2,KG,DIRECT,False,6864,6864.0,120.0,,Unknown
MDM000281,2025-06-01,SCH0311,Goyal Mills,Oil,0.696,Bags,4176.0,Pending,sch_0311,SCH0311,True,01-Jun-2025,2025-06-01,TEXT_MONTH,False,False,Cooking Oil,Oil,goyal mill,Goyal Mills,0.696,Bags,34.8,KG,BAGS_50KG_TO_KG,False,"₹4,176",4176.0,120.00000000000001,Pending,Pending
MDM009604,2025-08-19,SCH0276,Goyal Mills,Rice,20.0 kg,,800.0,Paid,SCH0276,SCH0276,False,19.08.2025,2025-08-19,DOT_DD_MM_YYYY,False,False,Rice,Rice,goyal mill,Goyal Mills,20.0 kg,,20.0,KG,DIRECT,False,800,800.0,40.0,Paid,Paid
MDM004732,2025-05-17,SCH0413,Kumar Enterprises,Wheat,31800,Grams,954.0,Unknown,SCH0413,SCH0413,False,17-May-2025,2025-05-17,TEXT_MONTH,False,False,gehun,Wheat,kumar general store,Kumar Enterprises,31800,Grams,31.8,KG,GRAMS_TO_KG,False,954,954.0,30.0,,Unknown
MDM005412,2026-03-15,SCH0363,Singh Agro Group,Oil,21.1,KG,2532.0,Paid,sch0363,SCH0363,True,15-Mar-2026,2026-03-15,TEXT_MONTH,False,False,Oil,Oil,Singh Agro,Singh Agro Group,21.1,KG,21.1,KG,DIRECT,False,"₹2,532",2532.0,119.99999999999999,Cleared,Paid
MDM006215,2025-07-01,SCH0158,Goyal Mills,Wheat,43,KG,1290.0,Pending,SCH0158,SCH0158,False,07-01-2025,2025-07-01,DASH_MM_DD_AMBIGUOUS,True,False,Atta,Wheat,Goyal Enterprises,Goyal Mills,43,KG,43.0,KG,DIRECT,False,1290,1290.0,30.0,Pending,Pending
MDM002778,2026-01-06,SCH0268,Sharma Traders,Pulses,39.4,kg,3546.0,Paid,SCH0268,SCH0268,False,06.01.2026,2026-01-06,DOT_DD_MM_AMBIGUOUS,True,False,Lentils,Pulses,Sharma & Sons,Sharma Traders,39.4,kg,39.4,KG,DIRECT,False,3546,3546.0,90.0,paid,Paid
MDM001113,2025-06-21,SCH0201,Sharma Traders,Pulses,32.6 kg,,2934.0,Paid,SCH0201,SCH0201,False,21.06.2025,2025-06-21,DOT_DD_MM_YYYY,False,False,Pulses,Pulses,sharma traders pvt ltd,Sharma Traders,32.6 kg,,32.6,KG,DIRECT,False,"2,934/-",2934.0,90.0,paid,Paid
MDM010008,2026-03-31,SCH0231,Kumar Enterprises,Rice,0.294,bags,588.0,Paid,SCH-0231,SCH0231,True,31-Mar-2026,2026-03-31,TEXT_MONTH,False,False,RICE,Rice,kumar general store,Kumar Enterprises,0.294,bags,14.7,KG,BAGS_50KG_TO_KG,False,588,588.0,40.0,paid,Paid
MDM010634,2025-05-13,SCH0183,Sharma Traders,Pulses,41200,grams,3708.0,Pending,S0183,SCH0183,True,2025/05/13,2025-05-13,ISO_FORMAT,False,False,Daal,Pulses,Sharma Traders,Sharma Traders,41200,grams,41.2,KG,GRAMS_TO_KG,False,"Rs. 3,708",3708.0,90.0,PENDING,Pending
MDM010421,2025-07-01,SCH0126,Singh Agro Group,Wheat,0.222,50kg Bags,333.0,Paid,SCH0126,SCH0126,False,2025-07-01,2025-07-01,ISO_FORMAT,False,False,Gehun,Wheat,Singh Brothers,Singh Agro Group,0.222,50kg Bags,11.1,KG,BAGS_50KG_TO_KG,False,333/-,333.0,30.0,Cleared,Paid
MDM011178,2026-03-31,SCH0052,Goyal Mills,Oil,28.4,KGS,3408.0,Pending,SCH0052,SCH0052,False,03-31-2026,2026-03-31,DASH_MM_DD_YYYY,False,False,Cooking Oil,Oil,Goyal Rice Mill,Goyal Mills,28.4,KGS,28.4,KG,DIRECT,False,"3,408/-",3408.0,120.0,Pending,Pending
MDM003805,2025-11-12,SCH0168,Sharma Traders,Rice,26.6 kg,,1064.0,Pending,SCH-0168,SCH0168,True,2025-11-12,2025-11-12,ISO_FORMAT,False,False,RICE,Rice,Sharma & Sons,Sharma Traders,26.6 kg,,26.6,KG,DIRECT,False,"₹1,064",1064.0,40.0,Due,Pending
MDM009690,2026-01-03,SCH0568,Singh Agro Group,Oil,13.2 kg,,1584.0,Pending,sch_0568,SCH0568,True,03-Jan-2026,2026-01-03,TEXT_MONTH,False,False,Cooking Oil,Oil,S. Agro Works,Singh Agro Group,13.2 kg,,13.2,KG,DIRECT,False,"1,584/-",1584.0,120.0,PENDING,Pending
MDM008184,2026-02-20,SCH0073,Singh Agro Group,Oil,34.8,KG,4176.0,Unknown,SCH0073,SCH0073,False,2026/02/20,2026-02-20,ISO_FORMAT,False,False,Cooking Oil,Oil,Singh Agro,Singh Agro Group,34.8,KG,34.8,KG,DIRECT,False,"₹4,176",4176.0,120.00000000000001,,Unknown
MDM000268,2026-02-09,SCH0547,Sharma Traders,Oil,15.8,Kgs,1896.0,Pending,0547,SCH0547,True,02-09-2026,2026-02-09,DASH_MM_DD_AMBIGUOUS,True,False,Oil,Oil,Sharma Traders,Sharma Traders,15.8,Kgs,15.8,KG,DIRECT,False,"Rs. 1,896",1896.0,120.0,Due,Pending
MDM004668,2025-08-09,SCH0323,Singh Agro Group,Pulses,,,1053.0,Paid,SCH0323,SCH0323,False,2025/08/09,2025-08-09,ISO_FORMAT,False,False,Daal,Pulses,S. Agro Works,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"Rs. 1,053",1053.0,,Cleared,Paid
MDM001599,2026-03-15,SCH0348,Singh Agro Group,Rice,36500,grams,1460.0,Pending,0348,SCH0348,True,15-Mar-2026,2026-03-15,TEXT_MONTH,False,False,Rice,Rice,Singh Brothers,Singh Agro Group,36500,grams,36.5,KG,GRAMS_TO_KG,False,"Rs. 1,460",1460.0,40.0,PENDING,Pending
MDM004078,2025-04-09,SCH0379,Goyal Mills,Wheat,49900,g,1497.0,Pending,SCH0379,SCH0379,False,04-09-2025,2025-04-09,DASH_MM_DD_AMBIGUOUS,True,False,Atta,Wheat,Goyal Enterprises,Goyal Mills,49900,g,49.9,KG,GRAMS_TO_KG,False,1497,1497.0,30.0,Due,Pending
MDM009621,2026-06-01,SCH0231,Singh Agro Group,Pulses,37100,Grams,3339.0,Pending,sch_0231,SCH0231,True,06/01/2026,2026-06-01,DASH_MM_DD_AMBIGUOUS,True,False,Daal,Pulses,Singh Agro,Singh Agro Group,37100,Grams,37.1,KG,GRAMS_TO_KG,False,3339,3339.0,90.0,Due,Pending
MDM006015,2026-03-29,SCH0362,Kumar Enterprises,Rice,,,1384.0,Paid,SCH-0362,SCH0362,True,29/03/2026,2026-03-29,DASH_DD_MM_YYYY,False,False,Rice,Rice,kumar general store,Kumar Enterprises,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"1,384/-",1384.0,,paid,Paid
MDM003248,2025-08-11,SCH0477,Sharma Traders,Pulses,37200,g,3348.0,Pending,SCH0477,SCH0477,False,11-Aug-2025,2025-08-11,TEXT_MONTH,False,False,Pulses,Pulses,sharma traders pvt ltd,Sharma Traders,37200,g,37.2,KG,GRAMS_TO_KG,False,"Rs. 3,348",3348.0,90.0,Pending,Pending
MDM003644,2025-06-05,SCH0219,Goyal Mills,Oil,46200,grams,5544.0,Pending,SCH0219,SCH0219,False,05.06.2025,2025-06-05,DOT_DD_MM_AMBIGUOUS,True,False,Mustard Oil,Oil,Goyal Rice Mill,Goyal Mills,46200,grams,46.2,KG,GRAMS_TO_KG,False,"5,544/-",5544.0,119.99999999999999,Pending,Pending
MDM007931,2025-12-16,SCH0299,Goyal Mills,Wheat,,,1005.0,Paid,SCH0299,SCH0299,False,16-Dec-2025,2025-12-16,TEXT_MONTH,False,False,gehun,Wheat,Goyal Rice Mill,Goyal Mills,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"Rs. 1,005",1005.0,,Paid,Paid
MDM007878,2026-03-19,SCH0027,Sharma Traders,Oil,0.82,Sacks,4920.0,Paid,SCH0027,SCH0027,False,2026-03-19,2026-03-19,ISO_FORMAT,False,False,Cooking Oil,Oil,Sharma & Sons,Sharma Traders,0.82,Sacks,41.0,KG,BAGS_50KG_TO_KG,False,"4,920/-",4920.0,120.0,paid,Paid
MDM006694,2025-05-29,SCH0392,Sharma Traders,Wheat,54.2,Kgs,1626.0,Pending,0392,SCH0392,True,05-29-2025,2025-05-29,DASH_MM_DD_YYYY,False,False,Wheat,Wheat,sharma traders pvt ltd,Sharma Traders,54.2,Kgs,54.2,KG,DIRECT,False,"Rs. 1,626",1626.0,30.0,Due,Pending
MDM008732,2025-10-04,SCH0554,Goyal Mills,Wheat,0.27,Sacks,405.0,Pending,0554,SCH0554,True,10/04/2025,2025-10-04,DASH_MM_DD_AMBIGUOUS,True,False,Atta,Wheat,goyal mill,Goyal Mills,0.27,Sacks,13.5,KG,BAGS_50KG_TO_KG,False,405/-,405.0,30.0,Due,Pending
MDM006955,2026-01-28,SCH0250,Sharma Traders,Pulses,,,1565.0,Paid,SCH0250,SCH0250,False,28-Jan-2026,2026-01-28,TEXT_MONTH,False,False,Lentils,Pulses,sharma traders pvt ltd,Sharma Traders,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,1565,1565.0,,Cleared,Paid
MDM001380,2025-05-21,SCH0138,Sharma Traders,Oil,19.8 kg,,2376.0,Pending,sch0138,SCH0138,True,2025/05/21,2025-05-21,ISO_FORMAT,False,False,Oil,Oil,sharma traders pvt ltd,Sharma Traders,19.8 kg,,19.8,KG,DIRECT,False,"₹2,376",2376.0,120.0,Due,Pending
MDM010672,2026-03-07,SCH0075,Singh Agro Group,Pulses,35600,Grams,3204.0,Unknown,S0075,SCH0075,True,2026-03-07,2026-03-07,ISO_FORMAT,False,False,Daal,Pulses,Singh Brothers,Singh Agro Group,35600,Grams,35.6,KG,GRAMS_TO_KG,False,3204,3204.0,90.0,,Unknown
MDM009732,2025-04-29,SCH0123,Kumar Enterprises,Pulses,37.6,kg,3384.0,Pending,SCH-0123,SCH0123,True,29-Apr-2025,2025-04-29,TEXT_MONTH,False,False,dal,Pulses,Kumar Supplies,Kumar Enterprises,37.6,kg,37.6,KG,DIRECT,False,3384,3384.0,90.0,Pending,Pending
MDM000417,2025-10-06,SCH0315,Singh Agro Group,Oil,,,3108.0,Unknown,SCH0315,SCH0315,False,2025/10/06,2025-10-06,ISO_FORMAT,False,False,Oil,Oil,Singh Agro,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"3,108/-",3108.0,,,Unknown
MDM003465,2025-05-30,SCH0509,Goyal Mills,Pulses,0.9420000000000001,Bags,4239.0,Unknown,sch0509,SCH0509,True,30/05/2025,2025-05-30,DASH_DD_MM_YYYY,False,False,Daal,Pulses,Goyal Rice Mill,Goyal Mills,0.9420000000000001,Bags,47.1,KG,BAGS_50KG_TO_KG,False,"Rs. 4,239",4239.0,90.0,,Unknown
MDM011002,2025-07-22,SCH0146,Goyal Mills,Oil,52500,g,,Pending,S0146,SCH0146,True,07-22-2025,2025-07-22,DASH_MM_DD_YYYY,False,False,Sarson Tel,Oil,Goyal Rice Mill,Goyal Mills,52500,g,52.5,KG,GRAMS_TO_KG,False,,,,PENDING,Pending
MDM001963,2026-03-10,SCH0118,Singh Agro Group,Rice,,,1012.0,Paid,SCH0118,SCH0118,False,10-Mar-2026,2026-03-10,TEXT_MONTH,False,False,RICE,Rice,S. Agro Works,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,1012,1012.0,,paid,Paid
MDM000621,2025-10-22,SCH0452,Singh Agro Group,Pulses,53.9 kg,,4851.0,Pending,sch_0452,SCH0452,True,2025-10-22,2025-10-22,ISO_FORMAT,False,False,Daal,Pulses,Singh Agro,Singh Agro Group,53.9 kg,,53.9,KG,DIRECT,False,"4,851/-",4851.0,90.0,Due,Pending
MDM001704,2025-11-04,SCH0204,Singh Agro Group,Wheat,0.366,Sacks,549.0,Pending,SCH0204,SCH0204,False,2025-11-04,2025-11-04,ISO_FORMAT,False,False,Gehun,Wheat,S. Agro Works,Singh Agro Group,0.366,Sacks,18.3,KG,BAGS_50KG_TO_KG,False,549/-,549.0,30.0,PENDING,Pending
MDM006677,2026-02-17,SCH0116,Sharma Traders,Pulses,,,2592.0,Unknown,SCH0116,SCH0116,False,02-17-2026,2026-02-17,DASH_MM_DD_YYYY,False,False,Dal,Pulses,Sharma Traders,Sharma Traders,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"₹2,592",2592.0,,,Unknown
MDM009994,2025-07-23,SCH0116,Kumar Enterprises,Wheat,0.77,Bags,1155.0,Pending,sch_0116,SCH0116,True,23.07.2025,2025-07-23,DOT_DD_MM_YYYY,False,False,WHEAT,Wheat,Kumar Supplies,Kumar Enterprises,0.77,Bags,38.5,KG,BAGS_50KG_TO_KG,False,"Rs. 1,155",1155.0,30.0,Pending,Pending
MDM007035,2025-09-23,SCH0533,Sharma Traders,Wheat,53.1 kg,,1593.0,Paid,S0533,SCH0533,True,09-23-2025,2025-09-23,DASH_MM_DD_YYYY,False,False,gehun,Wheat,Sharma & Sons,Sharma Traders,53.1 kg,,53.1,KG,DIRECT,False,1593,1593.0,30.0,Cleared,Paid
MDM009323,2025-04-01,SCH0050,Kumar Enterprises,Rice,47.3,KGS,1892.0,Pending,SCH-0050,SCH0050,True,01.04.2025,2025-04-01,DOT_DD_MM_AMBIGUOUS,True,False,chawal,Rice,Kumar & Co.,Kumar Enterprises,47.3,KGS,47.3,KG,DIRECT,False,"1,892/-",1892.0,40.0,PENDING,Pending
MDM010380,2025-05-10,SCH0029,Sharma Traders,Oil,16.9,Kgs,2028.0,Pending,sch_0029,SCH0029,True,2025/05/10,2025-05-10,ISO_FORMAT,False,False,Sarson Tel,Oil,Sharma Traders,Sharma Traders,16.9,Kgs,16.9,KG,DIRECT,False,"2,028/-",2028.0,120.00000000000001,Due,Pending
MDM009675,2025-09-06,SCH0433,Goyal Mills,Rice,13.0 kg,,520.0,Paid,sch_0433,SCH0433,True,2025-09-06,2025-09-06,ISO_FORMAT,False,False,RICE,Rice,goyal mill,Goyal Mills,13.0 kg,,13.0,KG,DIRECT,False,₹520,520.0,40.0,Paid,Paid
MDM006364,2025-02-06,SCH0040,Singh Agro Group,Wheat,,,1638.0,Paid,S0040,SCH0040,True,02/06/2025,2025-02-06,DASH_MM_DD_AMBIGUOUS,True,False,gehun,Wheat,Singh Brothers,Singh Agro Group,,,,Unknown,MISSING_QUANTITY_AND_UNIT,True,"Rs. 1,638",1638.0,,Paid,Paid
