school_id,school_name,district,block,total_enrolled_students,school_type,medium,school_id_raw,school_id_clean,school_id_changed_flag,district_raw,district_clean,block_raw,block_clean
SCH0165,Govt. Middle School Mallick,Patiala,Rajpura,218,Higher Secondary,Punjabi,SCH0165,SCH0165,False,Patiala,Patiala,Rajpura,Rajpura
SCH0166,Govt. Middle School Devi,Moga,Moga-Ii,54,Primary,Hindi,SCH0166,SCH0166,False,Moga,Moga,Moga-II,Moga-Ii
SCH0167,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi,SCH0167,SCH0167,False,Ludhiana,Ludhiana,Doraha,Doraha
SCH0168,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English,SCH0168,SCH0168,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0169,Govt. Elementary School Walia,Unknown District,Unknown Block,102,Higher Secondary,Punjabi,SCH0169,SCH0169,False,,Unknown District,,Unknown Block
SCH0170,Govt. Middle School Mallick,Ludhiana,Ludhiana-Ii,407,Higher Secondary,Punjabi,SCH0170,SCH0170,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0171,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi,SCH0171,SCH0171,False,Jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
SCH0172,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi,SCH0172,SCH0172,False,Ludhiana,Ludhiana,Machhiwara,Machhiwara
SCH0173,Govt. Senior Secondary School Johal,Moga,Moga-Ii,62,Secondary,Punjabi,SCH0173,SCH0173,False,Moga,Moga,Moga-II,Moga-Ii
SCH0174,Govt. Senior Secondary School Lanka,Sangrur,Unknown Block,109,Higher Secondary,Hindi,SCH0174,SCH0174,False,sangrur,Sangrur,,Unknown Block
SCH0175,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi,SCH0175,SCH0175,False,Ludhiana,Ludhiana,Doraha,Doraha
SCH0176,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi,SCH0176,SCH0176,False,Moga,Moga,Bagha Purana,Bagha Purana
SCH0177,Govt. Middle School Manne,Moga,Moga-Ii,294,Secondary,Punjabi,SCH0177,SCH0177,False,Moga,Moga,Moga-II,Moga-Ii
SCH0178,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English,SCH0178,SCH0178,False,Amritsar,Amritsar,Tarn Taran,Tarn Taran
SCH0179,Govt. Elementary School Raman,Bathinda,Rampura Phul,268,Higher Secondary,Punjabi,SCH0179,SCH0179,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0180,Govt. Elementary School Sha,Moga,Nihal Singh Wala,180,Primary,Hindi,SCH0180,SCH0180,False,Moga,Moga,Nihal Singh Wala,Nihal Singh Wala
SCH0181,Govt. Primary School Lala,Ludhiana,Ludhiana-Ii,351,Higher Secondary,English,SCH0181,SCH0181,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0182,Govt. Middle School Hari,Unknown District,Nihal Singh Wala,330,Upper Primary,Punjabi,SCH0182,SCH0182,False,,Unknown District,Nihal Singh Wala,Nihal Singh Wala
SCH0183,Govt. Primary School Narain,Jalandhar,Unknown Block,243,Secondary,Hindi,SCH0183,SCH0183,False,Jalandhar,Jalandhar,,Unknown Block
SCH0184,Govt. Senior Secondary School Hora,Sangrur,Dhuri,327,Secondary,English,SCH0184,SCH0184,False,Sangrur,Sangrur,Dhuri,Dhuri
SCH0185,Govt. Elementary School Tata,Sangrur,Sunam,102,Primary,English,SCH0185,SCH0185,False,Sangrur,Sangrur,Sunam,Sunam
SCH0186,Govt. Senior Secondary School Pillay,Moga,Moga-I,321,Secondary,Hindi,SCH0186,SCH0186,False,Moga,Moga,Moga-I,Moga-I
SCH0187,Govt. Primary School Chaudhari,Patiala,Patiala,142,Upper Primary,Hindi,SCH0187,SCH0187,False,Patiala,Patiala,Patiala,Patiala
SCH0188,Govt. Elementary School Vig,Moga,Nihal Singh Wala,322,Primary,Punjabi,SCH0188,SCH0188,False,Moga,Moga,Nihal Singh Wala,Nihal Singh Wala
SCH0189,Govt. Elementary School Mitter,Ferozepur,Mamdot,334,Secondary,Hindi,SCH0189,SCH0189,False,ferozepur,Ferozepur,Mamdot,Mamdot
SCH0190,Govt. Senior Secondary School Chadha,Moga,Moga-Ii,439,Upper Primary,Punjabi,SCH0190,SCH0190,False,Moga,Moga,Moga-II,Moga-Ii
SCH0191,Govt. Senior Secondary School Bera,Amritsar,Amritsar-Ii,195,Secondary,Hindi,SCH0191,SCH0191,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0192,Govt. Middle School Varty,Bathinda,Bathinda,168,Secondary,Punjabi,SCH0192,SCH0192,False,Bathinda,Bathinda,Bathinda,Bathinda
SCH0193,Govt. Primary School Parmer,Jalandhar,Jalandhar-Ii,127,Secondary,Punjabi,SCH0193,SCH0193,False,Jalandhar,Jalandhar,Jalandhar-II,Jalandhar-Ii
SCH0194,Govt. Elementary School Suresh,Amritsar,Amritsar-I,368,Secondary,Punjabi,SCH0194,SCH0194,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0195,Govt. Elementary School Dhillon,Sangrur,Malerkotla,368,Higher Secondary,Punjabi,SCH0195,SCH0195,False,Sangrur,Sangrur,Malerkotla,Malerkotla
SCH0196,Govt. Senior Secondary School Kara,Ludhiana,Ludhiana-Ii,265,Higher Secondary,English,SCH0196,SCH0196,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0197,Govt. Elementary School Dada,Moga,Nihal Singh Wala,106,Primary,Punjabi,SCH0197,SCH0197,False,Moga,Moga,Nihal Singh Wala,Nihal Singh Wala
SCH0198,Govt. Elementary School Sachar,Patiala,Nabha,89,Higher Secondary,Hindi,SCH0198,SCH0198,False,patiala,Patiala,Nabha,Nabha
SCH0199,Govt. Elementary School Nath,Moga,Bagha Purana,137,Higher Secondary,English,SCH0199,SCH0199,False,Moga,Moga,Bagha Purana,Bagha Purana
SCH0200,Govt. Senior Secondary School Anne,Sangrur,Sangrur,86,Higher Secondary,Punjabi,SCH0200,SCH0200,False,Sangrur,Sangrur,Sangrur,Sangrur
SCH0201,Govt. Primary School Sagar,Ludhiana,Doraha,293,Higher Secondary,Punjabi,SCH0201,SCH0201,False,Ludhiana,Ludhiana,Doraha,Doraha
SCH0202,Govt. Elementary School Karpe,Jalandhar,Unknown Block,412,Higher Secondary,Hindi,SCH0202,SCH0202,False,Jalandhar,Jalandhar,,Unknown Block
SCH0203,Govt. Middle School Grewal,Patiala,Samana,323,Higher Secondary,Hindi,SCH0203,SCH0203,False,Patiala,Patiala,Samana,Samana
SCH0204,Govt. Middle School Singhal,Amritsar,Amritsar-Ii,89,Secondary,Hindi,SCH0204,SCH0204,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0205,Govt. Elementary School Chander,Unknown District,Ferozepur,63,Secondary,Hindi,SCH0205,SCH0205,False,,Unknown District,Ferozepur,Ferozepur
SCH0206,Govt. Middle School Menon,Jalandhar,Nakodar,353,Higher Secondary,Hindi,SCH0206,SCH0206,False,Jalandhar,Jalandhar,Nakodar,Nakodar
SCH0207,Govt. Primary School Kaul,Sangrur,Malerkotla,283,Secondary,Hindi,SCH0207,SCH0207,False,Sangrur,Sangrur,Malerkotla,Malerkotla
SCH0208,Govt. Elementary School Rattan,Bathinda,Bathinda,345,Upper Primary,Hindi,SCH0208,SCH0208,False,Bathinda,Bathinda,Bathinda,Bathinda
SCH0209,Govt. Elementary School Mane,Ferozepur,Zira,388,Primary,Hindi,SCH0209,SCH0209,False,Ferozepur,Ferozepur,Zira,Zira
SCH0210,Govt. Primary School Barman,Ferozepur,Zira,250,Higher Secondary,Hindi,SCH0210,SCH0210,False,Ferozepur,Ferozepur,Zira,Zira
SCH0211,Govt. Senior Secondary School Edwin,Patiala,Samana,379,Higher Secondary,Hindi,SCH0211,SCH0211,False,Patiala,Patiala,Samana,Samana
SCH0212,Govt. Senior Secondary School Sachar,Moga,Bagha Purana,386,Secondary,English,SCH0212,SCH0212,False,Moga,Moga,Bagha Purana,Bagha Purana
SCH0213,Govt. Elementary School Bhatt,Bathinda,Maur,192,Upper Primary,English,SCH0213,SCH0213,False,Bathinda,Bathinda,Maur,Maur
SCH0214,Govt. Elementary School Chahal,Bathinda,Rampura Phul,102,Higher Secondary,Hindi,SCH0214,SCH0214,False,Bathinda,Bathinda,Rampura Phul,Rampura Phul
SCH0215,Govt. Elementary School Saha,Bathinda,Bathinda,187,Primary,Punjabi,SCH0215,SCH0215,False,Bathinda,Bathinda,Bathinda,Bathinda
SCH0216,Govt. Senior Secondary School Oommen,Patiala,Nabha,315,Secondary,Hindi,SCH0216,SCH0216,False,Patiala,Patiala,Nabha,Nabha
SCH0217,Govt. Primary School Apte,Patiala,Nabha,66,Secondary,Hindi,SCH0217,SCH0217,False,Patiala,Patiala,Nabha,Nabha
SCH0218,Govt. Senior Secondary School Dugar,Ludhiana,Ludhiana-Ii,248,Higher Secondary,English,SCH0218,SCH0218,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0219,Govt. Senior Secondary School Oommen,Moga,Bagha Purana,370,Primary,Punjabi,SCH0219,SCH0219,False,moga,Moga,Bagha Purana,Bagha Purana
SCH0220,Govt. Elementary School Mishra,Jalandhar,Phillaur,130,Primary,Hindi,SCH0220,SCH0220,False,Jalandhar,Jalandhar,Phillaur,Phillaur
SCH0221,Govt. Middle School Butala,Bathinda,Bathinda,44,Primary,Hindi,SCH0221,SCH0221,False,Bathinda,Bathinda,Bathinda,Bathinda
SCH0222,Govt. Middle School Edwin,Sangrur,Sunam,298,Upper Primary,Punjabi,SCH0222,SCH0222,False,Sangrur,Sangrur,Sunam,Sunam
SCH0223,Govt. Senior Secondary School Mallick,Bathinda,Maur,47,Secondary,Punjabi,SCH0223,SCH0223,False,Bathinda,Bathinda,Maur,Maur
SCH0224,Govt. Senior Secondary School Kunda,Ferozepur,Makhu,84,Primary,Hindi,SCH0224,SCH0224,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0225,Govt. Middle School Chaudhry,Ludhiana,Doraha,236,Secondary,Hindi,SCH0225,SCH0225,False,Ludhiana,Ludhiana,Doraha,Doraha
SCH0226,Govt. Primary School Upadhyay,Ludhiana,Doraha,374,Upper Primary,Hindi,SCH0226,SCH0226,False,Ludhiana,Ludhiana,Doraha,Doraha
SCH0227,Govt. Senior Secondary School Samra,Ferozepur,Makhu,393,Secondary,Hindi,SCH0227,SCH0227,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0228,Govt. Elementary School Sankar,Sangrur,Sunam,272,Secondary,Hindi,SCH0228,SCH0228,False,Sangrur,Sangrur,Sunam,Sunam
SCH0229,Govt. Primary School Balay,Patiala,Unknown Block,309,Secondary,Hindi,SCH0229,SCH0229,False,Patiala,Patiala,,Unknown Block
SCH0230,Govt. Senior Secondary School Badal,Patiala,Nabha,124,Higher Secondary,Punjabi,SCH0230,SCH0230,False,Patiala,Patiala,Nabha,Nabha
SCH0231,Govt. Primary School Datta,Amritsar,Tarn Taran,68,Higher Secondary,English,SCH0231,SCH0231,False,Amritsar,Amritsar,Tarn Taran,Tarn Taran
SCH0232,Govt. Primary School Choudhary,Ludhiana,Machhiwara,170,Upper Primary,Punjabi,SCH0232,SCH0232,False,Ludhiana,Ludhiana,Machhiwara,Machhiwara
SCH0233,Govt. Senior Secondary School Mutti,Unknown District,Ludhiana-I,281,Higher Secondary,Punjabi,SCH0233,SCH0233,False,,Unknown District,Ludhiana-I,Ludhiana-I
SCH0234,Govt. Senior Secondary School Tak,Moga,Nihal Singh Wala,269,Higher Secondary,English,SCH0234,SCH0234,False,Moga,Moga,Nihal Singh Wala,Nihal Singh Wala
SCH0235,Govt. Senior Secondary School Balan,Amritsar,Amritsar-Ii,315,Upper Primary,Punjabi,SCH0235,SCH0235,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0236,Govt. Senior Secondary School Palan,Bathinda,Talwandi Sabo,384,Higher Secondary,English,SCH0236,SCH0236,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0237,Govt. Elementary School Sood,Jalandhar,Nakodar,136,Primary,Punjabi,SCH0237,SCH0237,False,Jalandhar,Jalandhar,Nakodar,Nakodar
SCH0238,Govt. Primary School Amble,Patiala,Nabha,74,Primary,Punjabi,SCH0238,SCH0238,False,Patiala,Patiala,Nabha,Nabha
SCH0239,Govt. Middle School Butala,Ferozepur,Mamdot,159,Primary,Hindi,SCH0239,SCH0239,False,Ferozepur,Ferozepur,Mamdot,Mamdot
SCH0240,Govt. Senior Secondary School Mitter,Moga,Bagha Purana,161,Upper Primary,English,SCH0240,SCH0240,False,Moga,Moga,Bagha Purana,Bagha Purana
SCH0241,Govt. Middle School Dass,Ludhiana,Ludhiana-Ii,360,Higher Secondary,Punjabi,SCH0241,SCH0241,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0242,Govt. Elementary School Bhardwaj,Moga,Nihal Singh Wala,249,Higher Secondary,Hindi,SCH0242,SCH0242,False,Moga,Moga,Nihal Singh Wala,Nihal Singh Wala
SCH0243,Govt. Senior Secondary School Deep,Bathinda,Maur,277,Higher Secondary,English,SCH0243,SCH0243,False,Bathinda,Bathinda,Maur,Maur
SCH0244,Govt. Primary School Swamy,Patiala,Samana,371,Higher Secondary,Hindi,SCH0244,SCH0244,False,patiala,Patiala,Samana,Samana
SCH0245,Govt. Senior Secondary School Sarkar,Ludhiana,Doraha,233,Primary,Hindi,SCH0245,SCH0245,False,Ludhiana,Ludhiana,Doraha,Doraha
SCH0246,Govt. Primary School Chaudhari,Patiala,Rajpura,146,Secondary,Hindi,SCH0246,SCH0246,False,Patiala,Patiala,Rajpura,Rajpura
SCH0247,Govt. Senior Secondary School Barad,Amritsar,Tarn Taran,164,Upper Primary,English,SCH0247,SCH0247,False,Amritsar,Amritsar,Tarn Taran,Tarn Taran
SCH0248,Govt. Elementary School Grover,Ferozepur,Mamdot,313,Secondary,Punjabi,SCH0248,SCH0248,False,Ferozepur,Ferozepur,Mamdot,Mamdot
SCH0249,Govt. Senior Secondary School Toor,Moga,Moga-Ii,229,Primary,Punjabi,SCH0249,SCH0249,False,Moga,Moga,Moga-II,Moga-Ii
SCH0250,Govt. Senior Secondary School Lad,Bathinda,Talwandi Sabo,191,Secondary,English,SCH0250,SCH0250,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0251,Govt. Middle School Choudhry,Bathinda,Talwandi Sabo,410,Higher Secondary,Hindi,SCH0251,SCH0251,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0252,Govt. Primary School Krish,Sangrur,Sunam,317,Primary,Punjabi,SCH0252,SCH0252,False,Sangrur,Sangrur,Sunam,Sunam
SCH0253,Govt. Senior Secondary School Saha,Ludhiana,Unknown Block,110,Upper Primary,Hindi,SCH0253,SCH0253,False,Ludhiana,Ludhiana,,Unknown Block
SCH0254,Govt. Primary School Kapadia,Sangrur,Unknown Block,70,Higher Secondary,Hindi,SCH0254,SCH0254,False,Sangrur,Sangrur,,Unknown Block
SCH0255,Govt. Middle School Barman,Ferozepur,Unknown Block,48,Secondary,Punjabi,SCH0255,SCH0255,False,Ferozepur,Ferozepur,,Unknown Block
SCH0256,Govt. Middle School Chaudhry,Jalandhar,Jalandhar-I,89,Upper Primary,English,SCH0256,SCH0256,False,Jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
SCH0257,Govt. Senior Secondary School Rai,Ferozepur,Ferozepur,231,Higher Secondary,Punjabi,SCH0257,SCH0257,False,Ferozepur,Ferozepur,Ferozepur,Ferozepur
SCH0258,Govt. Primary School Kalita,Ludhiana,Ludhiana-I,247,Higher Secondary,Punjabi,SCH0258,SCH0258,False,Ludhiana,Ludhiana,Ludhiana-I,Ludhiana-I
SCH0259,Govt. Primary School Munshi,Sangrur,Dhuri,370,Primary,Hindi,SCH0259,SCH0259,False,Sangrur,Sangrur,Dhuri,Dhuri
SCH0260,Govt. Primary School Deol,Sangrur,Malerkotla,63,Secondary,English,SCH0260,SCH0260,False,Sangrur,Sangrur,Malerkotla,Malerkotla
SCH0261,Govt. Middle School Sen,Ludhiana,Ludhiana-Ii,340,Higher Secondary,Hindi,SCH0261,SCH0261,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0262,Govt. Primary School Mital,Ferozepur,Makhu,236,Upper Primary,English,SCH0262,SCH0262,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0263,Govt. Elementary School Oak,Ludhiana,Ludhiana-I,263,Primary,English,SCH0263,SCH0263,False,Ludhiana,Ludhiana,Ludhiana-I,Ludhiana-I
SCH0264,Govt. Elementary School Ghosh,Ludhiana,Doraha,441,Higher Secondary,Hindi,SCH0264,SCH0264,False,Ludhiana,Ludhiana,Doraha,Doraha
SCH0265,Govt. Primary School Bhat,Ferozepur,Ferozepur,435,Upper Primary,Punjabi,SCH0265,SCH0265,False,Ferozepur,Ferozepur,Ferozepur,Ferozepur
SCH0266,Govt. Middle School Hora,Jalandhar,Phillaur,202,Primary,English,SCH0266,SCH0266,False,Jalandhar,Jalandhar,Phillaur,Phillaur
SCH0267,Govt. Elementary School Basak,Amritsar,Amritsar-Ii,84,Higher Secondary,Punjabi,SCH0267,SCH0267,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0268,Govt. Primary School Amble,Moga,Moga-I,345,Secondary,Punjabi,SCH0268,SCH0268,False,Moga,Moga,Moga-I,Moga-I
SCH0269,Govt. Middle School Narayanan,Amritsar,Amritsar-Ii,332,Higher Secondary,Punjabi,SCH0269,SCH0269,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0270,Govt. Primary School Nadkarni,Jalandhar,Jalandhar-I,125,Higher Secondary,Hindi,SCH0270,SCH0270,False,Jalandhar,Jalandhar,Jalandhar-I,Jalandhar-I
SCH0271,Govt. Elementary School Mohan,Sangrur,Sunam,274,Secondary,Hindi,SCH0271,SCH0271,False,Sangrur,Sangrur,Sunam,Sunam
SCH0272,Govt. Senior Secondary School Sarin,Ferozepur,Makhu,265,Upper Primary,Hindi,SCH0272,SCH0272,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0273,Govt. Senior Secondary School Parikh,Ferozepur,Makhu,189,Higher Secondary,English,SCH0273,SCH0273,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0274,Govt. Senior Secondary School Raval,Ferozepur,Makhu,98,Upper Primary,Hindi,SCH0274,SCH0274,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0275,Govt. Primary School Chandran,Ludhiana,Machhiwara,402,Secondary,Punjabi,SCH0275,SCH0275,False,Ludhiana,Ludhiana,Machhiwara,Machhiwara
SCH0276,Govt. Elementary School Naik,Sangrur,Sunam,364,Secondary,Punjabi,SCH0276,SCH0276,False,Sangrur,Sangrur,Sunam,Sunam
SCH0277,Govt. Middle School Nagi,Sangrur,Dhuri,338,Higher Secondary,Hindi,SCH0277,SCH0277,False,Sangrur,Sangrur,Dhuri,Dhuri
SCH0278,Govt. Primary School Kamdar,Amritsar,Amritsar-I,433,Secondary,Punjabi,SCH0278,SCH0278,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0279,Govt. Senior Secondary School Narayan,Unknown District,Nihal Singh Wala,94,Secondary,Punjabi,SCH0279,SCH0279,False,,Unknown District,Nihal Singh Wala,Nihal Singh Wala
SCH0280,Govt. Elementary School Modi,Sangrur,Sunam,216,Higher Secondary,Punjabi,SCH0280,SCH0280,False,Sangrur,Sangrur,Sunam,Sunam
SCH0281,Govt. Elementary School Agarwal,Amritsar,Amritsar-Ii,218,Higher Secondary,Punjabi,SCH0281,SCH0281,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0282,Govt. Primary School Palan,Sangrur,Unknown Block,203,Primary,English,SCH0282,SCH0282,False,sangrur,Sangrur,,Unknown Block
SCH0283,Govt. Middle School Reddy,Amritsar,Amritsar-Ii,419,Upper Primary,Punjabi,SCH0283,SCH0283,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0284,Govt. Senior Secondary School Prakash,Patiala,Rajpura,362,Higher Secondary,Punjabi,SCH0284,SCH0284,False,Patiala,Patiala,Rajpura,Rajpura
SCH0285,Govt. Primary School Chaudhry,Ferozepur,Ferozepur,400,Secondary,Hindi,SCH0285,SCH0285,False,Ferozepur,Ferozepur,Ferozepur,Ferozepur
SCH0286,Govt. Elementary School Badal,Jalandhar,Nakodar,206,Primary,English,SCH0286,SCH0286,False,Jalandhar,Jalandhar,Nakodar,Nakodar
SCH0287,Govt. Senior Secondary School Bhavsar,Ferozepur,Mamdot,340,Secondary,English,SCH0287,SCH0287,False,Ferozepur,Ferozepur,Mamdot,Mamdot
SCH0288,Govt. Middle School Goyal,Amritsar,Amritsar-Ii,200,Secondary,Hindi,SCH0288,SCH0288,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0289,Govt. Elementary School Mohanty,Ferozepur,Mamdot,345,Higher Secondary,Hindi,SCH0289,SCH0289,False,Ferozepur,Ferozepur,Mamdot,Mamdot
SCH0290,Govt. Primary School Mander,Jalandhar,Phillaur,187,Secondary,Punjabi,SCH0290,SCH0290,False,Jalandhar,Jalandhar,Phillaur,Phillaur
SCH0291,Govt. Elementary School Seth,Sangrur,Sunam,139,Higher Secondary,Punjabi,SCH0291,SCH0291,False,Sangrur,Sangrur,Sunam,Sunam
SCH0292,Govt. Middle School Deo,Sangrur,Sunam,82,Upper Primary,English,SCH0292,SCH0292,False,Sangrur,Sangrur,Sunam,Sunam
SCH0293,Govt. Primary School Wadhwa,Jalandhar,Phillaur,329,Higher Secondary,English,SCH0293,SCH0293,False,Jalandhar,Jalandhar,Phillaur,Phillaur
SCH0294,Govt. Primary School Arora,Moga,Moga-I,429,Upper Primary,Hindi,SCH0294,SCH0294,False,Moga,Moga,Moga-I,Moga-I
SCH0295,Govt. Primary School Sule,Bathinda,Bathinda,270,Primary,Hindi,SCH0295,SCH0295,False,Bathinda,Bathinda,Bathinda,Bathinda
SCH0296,Govt. Senior Secondary School Dash,Patiala,Samana,403,Higher Secondary,Hindi,SCH0296,SCH0296,False,Patiala,Patiala,Samana,Samana
SCH0297,Govt. Middle School Narayanan,Ludhiana,Doraha,312,Upper Primary,English,SCH0297,SCH0297,False,Ludhiana,Ludhiana,Doraha,Doraha
SCH0298,Govt. Senior Secondary School Sibal,Amritsar,Amritsar-Ii,424,Primary,Hindi,SCH0298,SCH0298,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0299,Govt. Elementary School Sane,Patiala,Nabha,404,Upper Primary,Hindi,SCH0299,SCH0299,False,Patiala,Patiala,Nabha,Nabha
SCH0300,Govt. Middle School Chaudhary,Bathinda,Talwandi Sabo,232,Primary,English,SCH0300,SCH0300,False,Bathinda,Bathinda,Talwandi Sabo,Talwandi Sabo
SCH0301,Govt. Elementary School Loke,Sangrur,Dhuri,207,Primary,English,SCH0301,SCH0301,False,Sangrur,Sangrur,Dhuri,Dhuri
SCH0302,Govt. Middle School Sama,Amritsar,Tarn Taran,151,Upper Primary,English,SCH0302,SCH0302,False,Amritsar,Amritsar,Tarn Taran,Tarn Taran
SCH0303,Govt. Elementary School Bava,Jalandhar,Unknown Block,443,Primary,Hindi,SCH0303,SCH0303,False,Jalandhar,Jalandhar,,Unknown Block
SCH0304,Govt. Senior Secondary School Dubey,Sangrur,Dhuri,40,Higher Secondary,English,SCH0304,SCH0304,False,Sangrur,Sangrur,Dhuri,Dhuri
SCH0305,Govt. Senior Secondary School Mane,Jalandhar,Unknown Block,87,Secondary,English,SCH0305,SCH0305,False,Jalandhar,Jalandhar,,Unknown Block
SCH0306,Govt. Elementary School Bhardwaj,Patiala,Unknown Block,375,Primary,Hindi,SCH0306,SCH0306,False,patiala,Patiala,,Unknown Block
SCH0307,Govt. Elementary School Wali,Unknown District,Rajpura,44,Secondary,Punjabi,SCH0307,SCH0307,False,,Unknown District,Rajpura,Rajpura
SCH0308,Govt. Middle School Butala,Amritsar,Amritsar-Ii,236,Primary,Hindi,SCH0308,SCH0308,False,amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0309,Govt. Primary School Garde,Ferozepur,Zira,368,Upper Primary,Hindi,SCH0309,SCH0309,False,Ferozepur,Ferozepur,Zira,Zira
SCH0310,Govt. Elementary School Nair,Sangrur,Malerkotla,409,Upper Primary,Punjabi,SCH0310,SCH0310,False,Sangrur,Sangrur,Malerkotla,Malerkotla
SCH0311,Govt. Elementary School Sarkar,Amritsar,Amritsar-Ii,425,Higher Secondary,Hindi,SCH0311,SCH0311,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0312,Govt. Primary School Sagar,Patiala,Samana,370,Secondary,English,SCH0312,SCH0312,False,patiala,Patiala,Samana,Samana
SCH0313,Govt. Senior Secondary School Behl,Patiala,Nabha,422,Primary,Punjabi,SCH0313,SCH0313,False,Patiala,Patiala,Nabha,Nabha
SCH0314,Govt. Middle School Kakar,Patiala,Rajpura,366,Primary,Hindi,SCH0314,SCH0314,False,Patiala,Patiala,Rajpura,Rajpura
SCH0315,Govt. Primary School Chakraborty,Ferozepur,Unknown Block,319,Higher Secondary,Punjabi,SCH0315,SCH0315,False,Ferozepur,Ferozepur,,Unknown Block
SCH0316,Govt. Elementary School Dhingra,Unknown District,Doraha,150,Primary,Hindi,SCH0316,SCH0316,False,,Unknown District,Doraha,Doraha
SCH0317,Govt. Middle School Purohit,Ferozepur,Unknown Block,399,Upper Primary,Hindi,SCH0317,SCH0317,False,Ferozepur,Ferozepur,,Unknown Block
SCH0318,Govt. Elementary School Rout,Jalandhar,Nakodar,240,Primary,Hindi,SCH0318,SCH0318,False,Jalandhar,Jalandhar,Nakodar,Nakodar
SCH0319,Govt. Primary School Bassi,Ludhiana,Ludhiana-Ii,84,Primary,Hindi,SCH0319,SCH0319,False,Ludhiana,Ludhiana,Ludhiana-II,Ludhiana-Ii
SCH0320,Govt. Middle School Dave,Amritsar,Amritsar-I,402,Primary,English,SCH0320,SCH0320,False,Amritsar,Amritsar,Amritsar-I,Amritsar-I
SCH0321,Govt. Primary School Nayak,Jalandhar,Nakodar,104,Secondary,Punjabi,SCH0321,SCH0321,False,Jalandhar,Jalandhar,Nakodar,Nakodar
SCH0322,Govt. Primary School Tak,Moga,Nihal Singh Wala,179,Secondary,Hindi,SCH0322,SCH0322,False,Moga,Moga,Nihal Singh Wala,Nihal Singh Wala
SCH0323,Govt. Middle School Kapoor,Moga,Moga-I,295,Upper Primary,Hindi,SCH0323,SCH0323,False,Moga,Moga,Moga-I,Moga-I
SCH0324,Govt. Primary School Sundaram,Amritsar,Amritsar-Ii,419,Primary,Punjabi,SCH0324,SCH0324,False,Amritsar,Amritsar,Amritsar-II,Amritsar-Ii
SCH0325,Govt. Elementary School Babu,Moga,Nihal Singh Wala,116,Primary,Hindi,SCH0325,SCH0325,False,Moga,Moga,Nihal Singh Wala,Nihal Singh Wala
SCH0326,Govt. Primary School Balasubramanian,Ferozepur,Makhu,178,Secondary,Hindi,SCH0326,SCH0326,False,Ferozepur,Ferozepur,Makhu,Makhu
SCH0327,Govt. Middle School Muni,Ludhiana,Machhiwara,75,Secondary,Hindi,SCH0327,SCH0327,False,Ludhiana,Ludhiana,Machhiwara,Machhiwara
